title,artist,description,purchase_price,sale_price,gross_appreciation_multiplier,gross_appreciation_period,url,has_image,image_url
3-1-61,ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$169.7K,$620.9K,3.7x,5 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/3-1-61-1954-w:5e48d0d3a03b6fd,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CH2825lot1008.jpg
19.11.59,ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$3.9M,$14.3M,3.7x,11 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/19.11.59-1959-w:91fb4650218295e,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CHK0928lot1004.jpg
11.03.60,ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$569.2K,$2M,3.5x,15 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/11.03.60-1960-w:9cf91ad7b57e7dd,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SH15615lot330.jpg
Imaginary landscape,ZAO WOU KI (b. 1920 d. 2013),ink on paper,$74.3K,$252.7K,3.4x,9 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/imaginary-landscape-1984-w:27b48239b437726,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CHK0498lot289.jpg
Untitled,ZAO WOU KI (b. 1920 d. 2013),watercolour on paper,$94.9K,$319.5K,3.4x,7 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/untitled-1956-w:a07ff7e7ef67922,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CHK0583lot1232.jpg
Sans titre,ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$95.5K,$314.7K,3.3x,4 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/sans-titre-1951-w:57585f78ad60f1c,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CHK0488lot1307.jpg
29.05-31.10.68,ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$1.3M,$4.2M,3.3x,8 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/29.05-31.10.68-1968-w:baac5f47c6a4d20,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CHK010319lot8.jpg
22.07.64,ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$4.5M,$14.8M,3.3x,7 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/22.07.64-1964-w:74b1b2ab14d5a2c,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CH13278lot1006.jpg
Untitled,ZAO WOU KI (b. 1920 d. 2013),indian ink and ink wash on paper,$50.4K,$153.1K,3x,9 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/untitled-1951-w:b29cc99f1dcd7a7,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CHK0654lot182.jpg
Untitled,ZAO WOU KI (b. 1920 d. 2013),83.82 cm x 104.14 cm,$34.7K,$104.8K,3x,13 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/untitled-1957-w:add88d2944a9a4f,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SH16896lot625.jpg
5.11.64,ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$1.2M,$3.3M,2.7x,6 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/5.11.64-1969-w:30f9008f852b1bf,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CH3450lot23.jpg
Untitled,ZAO WOU KI (b. 1920 d. 2013),ink and ink wash on paper,$22.1K,$56.4K,2.6x,6 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/untitled-1990-w:b6f0a7624499740,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CHK0580lot118.jpg
Untitled,ZAO WOU KI (b. 1920 d. 2013),watercolour on paper,$70.6K,$178.8K,2.5x,1 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/untitled-1985-w:aeb325bfc057e39,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SHK010420lot206.jpg
27-5-59,ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$343.2K,$856.4K,2.5x,5 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/27-5-59-1959-w:b5860ef405ce986,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CH3307lot12.jpg
12.2.69,ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$733.3K,$1.7M,2.4x,13 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/12.2.69-1969-w:8841e16c4b3cc2d,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CHK010320lot214.jpg
04.08.98,ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$1.4M,$3.1M,2.3x,8 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/04.08.98-w:4c6f19be118f8c9,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CHK0965lot2002.jpg
Sans titre,ZAO WOU KI (b. 1920 d. 2013),colour lithograph,$2.5K,$5.6K,2.2x,4 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/sans-titre-1959-w:afcba275091fb0c,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/FHK0888lot108.jpg
Nu couché (reclining nude),ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$1.1M,$2.4M,2.2x,7 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/nu-couch-(reclining-nude)-1952-w:d4e77fad66c3c36,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CH15615lot2005.jpg
23.05.50,ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$341.5K,$710.2K,2.1x,2 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/23.05.50-1950-w:d9aa01c3e399c2a,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/BHK0858lot2.jpg
Petite ville hollandaise (dutch town),ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$2M,$4.2M,2.1x,6 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/petite-ville-hollandaise-(dutch-town)-1952-w:d58a985212a939c,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CH16891lot5.jpg
04.02.65,ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$364.4K,$753.5K,2.1x,4 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/04.02.65-1965-w:f27a28d3bc775b6,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PHK0583lot2114.jpg
"""nuit, mi-nuit (night, mid-night)""",ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$1M,$2M,2x,4 years,"https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/%22nuit,-mi-nuit-(night,-mid-night)%22-1956-w:8d86881d187a62f",True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CH3410lot31.jpg
Jardin de mon père (my father's garden),ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$929.7K,$1.9M,2x,3 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/jardin-de-mon-pre-(my-father's-garden)-1955-w:a7d6dab7e7aac8f,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CH3410lot30.jpg
Sans titre (untitled),ZAO WOU KI (b. 1920 d. 2013),watercolour on paper,$24.5K,$48.4K,2x,6 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/sans-titre-(untitled)-1990-w:8bd7dd798e7c568,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SHK0390lot128.jpg
14.09.50,ZAO WOU KI (b. 1920 d. 2013),50.8 cm x 40.64 cm,$175.4K,$338.7K,1.9x,7 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/14.09.50-1950-w:46697c8183315e9,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/RH16896lot257.jpg
Untitled; untitled (2),ZAO WOU KI (b. 1920 d. 2013),digigraphie,$14.6K,$27.8K,1.9x,5 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/untitled;-untitled-(2)-2011-w:f3520103ac2532b,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/MPF1935lot29.jpg
Sans titre (cathédrale),ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$2.8M,$5.4M,1.9x,4 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/sans-titre-(cathdrale)-1952-w:d530b33f19d0a1f,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CH3450lot24.jpg
Sans titre,ZAO WOU KI (b. 1920 d. 2013),watercolour on paper,$61.3K,$105K,1.7x,8 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/sans-titre-w:d1c816616e554e1,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PHK010421lot199.jpg
