title,artist,description,purchase_price,sale_price,gross_appreciation_multiplier,gross_appreciation_period,url,has_image,image_url
Untitled (jet mixer ejector),JEAN MICHEL BASQUIAT (b. 1960 d. 1988),two elements--acrylic on colored xerox,$13.8K,$43.8K,3.2x,16 years,https://www.masterworks.com/research/artist/JEAN-MICHEL-BASQUIAT/artwork/untitled-(jet-mixer-ejector)-w:115362f9e815fb7,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN3757lot215.jpg
Dog shit in the head of the pope,JEAN MICHEL BASQUIAT (b. 1960 d. 1988),,$28.8K,$87.5K,3x,11 years,https://www.masterworks.com/research/artist/JEAN-MICHEL-BASQUIAT/artwork/dog-shit-in-the-head-of-the-pope-w:08de710d07f9522,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PNY010918lot384.jpg
Untitled,JEAN MICHEL BASQUIAT (b. 1960 d. 1988),acrylic and oilstick on canvas,$614.2K,$1.9M,3x,8 years,https://www.masterworks.com/research/artist/JEAN-MICHEL-BASQUIAT/artwork/untitled-w:a6a0e0a154d72d0,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN2793lot465.jpg
2½ hours of chinese food,JEAN MICHEL BASQUIAT (b. 1960 d. 1988),"""acrylic, oilstick, xerox collage and paper collage on canvas """,$266.5K,$790K,3x,7 years,https://www.masterworks.com/research/artist/JEAN-MICHEL-BASQUIAT/artwork/2-hours-of-chinese-food-w:3e316486dc601a4,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL6885lot36.jpg
Ge,JEAN MICHEL BASQUIAT (b. 1960 d. 1988),"""acrylic, oil, oilstick and silkscreen ink on canvas """,$492K,$1.4M,2.9x,6 years,https://www.masterworks.com/research/artist/JEAN-MICHEL-BASQUIAT/artwork/ge-w:bc9c3d481ece5b1,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN2482lot297.jpg
Untitled,JEAN MICHEL BASQUIAT (b. 1960 d. 1988),wax crayon on paper,$48K,$137K,2.9x,10 years,https://www.masterworks.com/research/artist/JEAN-MICHEL-BASQUIAT/artwork/untitled-w:f2ddfc6300c43a3,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN2893lot578.jpg
Untitled (max roach),JEAN MICHEL BASQUIAT (b. 1960 d. 1988),oil stick and acrylic on foam core,$209.1K,$584.2K,2.8x,7 years,https://www.masterworks.com/research/artist/JEAN-MICHEL-BASQUIAT/artwork/untitled-(max-roach)-w:439df8f05348628,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL7956lot233.jpg
Untitled (car crash),JEAN MICHEL BASQUIAT (b. 1960 d. 1988),acrylic and oilstick on burlap,$724.8K,$2M,2.8x,5 years,https://www.masterworks.com/research/artist/JEAN-MICHEL-BASQUIAT/artwork/untitled-(car-crash)-w:db0a49119897b36,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN1997lot44.jpg
Catharsis,JEAN MICHEL BASQUIAT (b. 1960 d. 1988),triptych--acrylic and oilstick on canvas,$1.6M,$4.3M,2.7x,6 years,https://www.masterworks.com/research/artist/JEAN-MICHEL-BASQUIAT/artwork/catharsis-w:d6d34f5e03117fa,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN2480lot50.jpg
Untitled (everybody's 2 cents),JEAN MICHEL BASQUIAT (b. 1960 d. 1988),,$396.8K,$1.1M,2.7x,7 years,https://www.masterworks.com/research/artist/JEAN-MICHEL-BASQUIAT/artwork/untitled-(everybody's-2-cents)-w:92040ffe2411709,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN08854lot251.jpg
Victor 25448,JEAN MICHEL BASQUIAT (b. 1960 d. 1988),,$3.5M,$9.3M,2.6x,12 years,https://www.masterworks.com/research/artist/JEAN-MICHEL-BASQUIAT/artwork/victor-25448-w:d9f162d253ca0ba,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PNY010320lot10.jpg
Untitled,JEAN MICHEL BASQUIAT (b. 1960 d. 1988),,$209.6K,$545K,2.6x,10 years,https://www.masterworks.com/research/artist/JEAN-MICHEL-BASQUIAT/artwork/untitled-w:990e962164f246f,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN09142lot237.jpg
In the wings,JEAN MICHEL BASQUIAT (b. 1960 d. 1988),,$2.4M,$6M,2.5x,10 years,https://www.masterworks.com/research/artist/JEAN-MICHEL-BASQUIAT/artwork/in-the-wings-w:4a983ca71341b6b,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN09761lot31.jpg
Elaine,JEAN MICHEL BASQUIAT (b. 1960 d. 1988),"""acrylic, oilstick and xerox collage on canvas""",$2.4M,$6M,2.5x,10 years,https://www.masterworks.com/research/artist/JEAN-MICHEL-BASQUIAT/artwork/elaine-w:ee82a545781343f,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN14187lot65B.jpg
Flash in naples,JEAN MICHEL BASQUIAT (b. 1960 d. 1988),,$3.3M,$8.1M,2.4x,7 years,https://www.masterworks.com/research/artist/JEAN-MICHEL-BASQUIAT/artwork/flash-in-naples-w:d6734ccf5ba373e,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN09713lot52.jpg
Untitled,JEAN MICHEL BASQUIAT (b. 1960 d. 1988),,$2.5M,$5.8M,2.3x,7 years,https://www.masterworks.com/research/artist/JEAN-MICHEL-BASQUIAT/artwork/untitled-w:df4a8fa05cfca7b,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN09221lot66.jpg
Untitled,JEAN MICHEL BASQUIAT (b. 1960 d. 1988),oilstick on paper,$87.5K,$200K,2.3x,3 years,https://www.masterworks.com/research/artist/JEAN-MICHEL-BASQUIAT/artwork/untitled-w:33639f6b0524d35,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN15976lot820.jpg
Orange,JEAN MICHEL BASQUIAT (b. 1960 d. 1988),,$430.4K,$962.5K,2.2x,4 years,https://www.masterworks.com/research/artist/JEAN-MICHEL-BASQUIAT/artwork/orange-w:d947c9a43a0480a,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN08901lot202.jpg
Back of the neck,JEAN MICHEL BASQUIAT (b. 1960 d. 1988),,$84K,$182.5K,2.2x,3 years,https://www.masterworks.com/research/artist/JEAN-MICHEL-BASQUIAT/artwork/back-of-the-neck-w:23abaf58ea5fd59,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN08490lot593.jpg
Dog shit in the head of the pope,JEAN MICHEL BASQUIAT (b. 1960 d. 1988),,$23.8K,$50K,2.1x,6 years,https://www.masterworks.com/research/artist/JEAN-MICHEL-BASQUIAT/artwork/dog-shit-in-the-head-of-the-pope-w:01f1f489f848c09,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PNY010413lot149.jpg
At large,JEAN MICHEL BASQUIAT (b. 1960 d. 1988),,$1.5M,$3M,2x,7 years,https://www.masterworks.com/research/artist/JEAN-MICHEL-BASQUIAT/artwork/at-large-w:c770632e98c58f1,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL14022lot44.jpg
L from the building block series,JEAN MICHEL BASQUIAT (b. 1960 d. 1988),"""oil stick, graphite, pen and ink on paper """,$4.4K,$8.8K,2x,11 years,https://www.masterworks.com/research/artist/JEAN-MICHEL-BASQUIAT/artwork/l-from-the-building-block-series-w:058488a6ca76c6e,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN8603lot115.jpg
Glenn,JEAN MICHEL BASQUIAT (b. 1960 d. 1988),"""acrylic, oilstick and xerox collage on canvas """,$732K,$1.5M,2x,4 years,https://www.masterworks.com/research/artist/JEAN-MICHEL-BASQUIAT/artwork/glenn-w:24e3609cf87f7cd,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN1431lot35.jpg
