title,artist,description,purchase_price,sale_price,gross_appreciation_multiplier,gross_appreciation_period,url,has_image,image_url
Abstraktes bild,GERHARD RICHTER (b. 1932),oil on canvas,$1.1M,$1.1M,1x,less than a year,https://www.masterworks.com/research/artist/GERHARD-RICHTER/artwork/abstraktes-bild-1994-w:a08b06fd6bc2f7e,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL12024lot31C.jpg
Untitled (vorzeichnung),GERHARD RICHTER (b. 1932),graphite on canvas,$43.9K,$43.8K,1x,8 years,https://www.masterworks.com/research/artist/GERHARD-RICHTER/artwork/untitled-(vorzeichnung)-1969-w:fdec7d767980aea,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/VN08901lot482.jpg
Haggadah (p2),GERHARD RICHTER (b. 1932),diasec-mounted chromogenic print laid on aluminum,$46.5K,$43.8K,0.9x,2 years,https://www.masterworks.com/research/artist/GERHARD-RICHTER/artwork/haggadah-(p2)-2014-w:8243349bd4acda0,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SNY010417lot207.jpg
Wei� (white),GERHARD RICHTER (b. 1932),oil on canvas,$6.2M,$5.7M,0.9x,8 years,https://www.masterworks.com/research/artist/GERHARD-RICHTER/artwork/wei-(white)-w:487ca4b945e1d2e,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PNY010721lot29.jpg
"""spiegel, blutrot""",GERHARD RICHTER (b. 1932),color-coated glass,$756K,$663K,0.9x,6 years,"https://www.masterworks.com/research/artist/GERHARD-RICHTER/artwork/%22spiegel,-blutrot%22-1991-w:44d40d5b4ef950a",True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN09933lot20.jpg
Wolken (stimmung),GERHARD RICHTER (b. 1932),oil on canvas,$2.4M,$2M,0.8x,1 years,https://www.masterworks.com/research/artist/GERHARD-RICHTER/artwork/wolken-(stimmung)-1970-w:a75d1877c5fc06c,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN1373lot12.jpg
Herr heyde,GERHARD RICHTER (b. 1932),"""offset lithograph and transparent lacquer on cardboard, mounted on alucobond""",$39K,$32.5K,0.8x,3 years,https://www.masterworks.com/research/artist/GERHARD-RICHTER/artwork/herr-heyde-2001-w:c3f37123c074cc2,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN2315lot571.jpg
Miniaturen (miniatures),GERHARD RICHTER (b. 1932),oil on canvas laid on cardboard,$60.9K,$47.8K,0.8x,5 years,https://www.masterworks.com/research/artist/GERHARD-RICHTER/artwork/miniaturen-(miniatures)-1996-w:e1f7236a7dcd060,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SH15906lot105.jpg
Untitled (23.2.92),GERHARD RICHTER (b. 1932),oil on photograph in artist's frame,$65K,$49.8K,0.8x,3 years,https://www.masterworks.com/research/artist/GERHARD-RICHTER/artwork/untitled-(23.2.92)-1992-w:17ea94b25857388,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PPF1835lot200.jpg
Ohne titel,GERHARD RICHTER (b. 1932),pencil on paper,$21.7K,$16.3K,0.7x,7 years,https://www.masterworks.com/research/artist/GERHARD-RICHTER/artwork/ohne-titel-1990-w:5890e93b9805f97,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/KUK010718lot308.jpg
Fuji,GERHARD RICHTER (b. 1932),oil on alu dibond,$523.2K,$389K,0.7x,3 years,https://www.masterworks.com/research/artist/GERHARD-RICHTER/artwork/fuji-1996-w:ca4a4c59bb27c1a,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN12153lot62.jpg
Vermalung (grau),GERHARD RICHTER (b. 1932),oil on canvas,$1.5M,$1.1M,0.7x,6 years,https://www.masterworks.com/research/artist/GERHARD-RICHTER/artwork/vermalung-(grau)-1972-w:f620a0dd5e0c746,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN2892lot23.jpg
Inpainting brown,GERHARD RICHTER (b. 1932),oil on canvas,$100K,$69.8K,0.7x,2 years,https://www.masterworks.com/research/artist/GERHARD-RICHTER/artwork/inpainting-brown-1972-w:11a1877eff7fbad,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CUK010516lot104.jpg
Grau,GERHARD RICHTER (b. 1932),oil on canvas,$1.1M,$529.1K,0.5x,2 years,https://www.masterworks.com/research/artist/GERHARD-RICHTER/artwork/grau-2003-w:8112a0bdee1682f,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PUK010617lot48.jpg
2.2.08 (grauwald),GERHARD RICHTER (b. 1932),lacquer on colour photograph,$26.5K,$12.8K,0.5x,5 years,https://www.masterworks.com/research/artist/GERHARD-RICHTER/artwork/2.2.08-(grauwald)-2008-w:32a6f7522e1c21b,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL20026lot69A.jpg
Grun-blau-rot,GERHARD RICHTER (b. 1932),oil on canvas,$322K,$112.3K,0.3x,3 years,https://www.masterworks.com/research/artist/GERHARD-RICHTER/artwork/grun-blau-rot-1993-w:20391aa60b31aa6,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PN1079lot35.jpg
